AuctionID;Price;Connect2ItemPrice
850;1,79;1
851;12,90;1
852;4,59;1
853;23,90;1
854;8,39;1
855;7,49;1
856;11,90;1
857;3,39;1
858;6,90;1
859;14,90;1
860;19,69;1
861;19,79;1
862;1,99;1
863;4,80;1
864;6,40;1
865;6,50;1
867;6,90;1
868;37,59;1
869;4,60;1
870;11,90;1
871;4,60;1
872;27,69;1
873;43,89;1
876;5,50;1
877;11,50;1
878;11,80;1
879;49,99;1
880;20,90;1
881;6,89;1
882;4,99;1
883;4,79;1
884;14,90;1
885;15,69;1
886;18,29;1
887;4,79;1
888;10,39;1
889;1,00;1
890;2,90;1
891;5,90;1
892;6,29;1
893;3,90;1
894;9,90;1
895;4,49;1
896;11,90;1
897;12,90;1
898;4,99;1
899;3,20;1
900;4,50;1
901;4,99;1
902;6,70;1
903;8,90;1
904;4,95;1
905;2,90;1
906;21,90;1
907;13,79;1
908;5,39;1
909;11,69;1
910;8,99;1
911;14,90;1
912;43,89;1
913;12,79;1
915;16,89;1
916;14,39;1
917;15,79;1
918;31,85;1
919;45,89;1
922;14,89;1
923;9,69;1
924;7,59;1
925;3,49;1
926;2,10;1
927;12,90;1
928;48,79;1
929;69,79;1
930;56,79;1
931;48,79;1
932;33,69;1
933;51,85;1
934;48,45;1
935;28,85;1
937;3,90;1
938;2,55;1
939;14,20;1
940;15,90;1
941;1,00;1
942;5,75;1
943;14,99;1
944;9,55;1
945;10,90;1
946;31,99;1
947;1,79;1
948;11,90;1
949;127,00;1
950;8,90;1
951;28,90;1
952;1,00;1
953;12,69;1
954;7,89;1
955;19,90;1
956;1,99;1
957;76,90;1
958;1,89;1
959;5,79;1
960;11,90;1
961;13,50;1
962;17,90;1
963;6,90;1
964;31,50;1
965;34,90;1
966;5,90;1
967;4,20;1
968;2,70;1
969;19,90;1
970;24,50;1
971;30,85;1
973;50,59;1
974;5,90;1
975;19,90;1
976;7,09;1
977;31,90;1
978;43,69;1
979;21,90;1
980;7,69;1
981;13,90;1
982;1,79;1
983;12,90;1
984;4,89;1
985;14,90;1
986;4,29;1
987;6,79;1
988;13,90;1
989;9,79;1
990;25,90;1
991;19,90;1
992;2,95;1
993;8,90;1
994;35,90;1
995;3,59;1
996;22,90;1
997;27,90;1
998;13,90;1
999;16,90;1
1000;9,90;1
1001;13,90;1
1002;11,50;1
1003;1,99;1
1004;9,90;1
1005;57,90;1
1007;25,85;1
1008;27,85;1
1011;94,90;1
1012;57,90;1
1013;43,90;1
1014;34,90;1
1015;39,70;1
1016;18,40;1
1017;14,90;1
1018;3,99;1
1020;43,90;1
1021;30,99;1
1022;23,90;1
1023;122,90;1
1024;299,90;1
1025;166,90;1
1026;11,99;1
1027;6,90;1
1028;3,90;1
1029;28,59;1
1030;84,99;1
1031;59,85;1
1033;24,59;1
1034;49,99;1
1035;3,69;1
1036;4,29;1
1037;9,79;1
1038;1,00;1
1039;15,90;1
1040;5,80;1
1041;1,49;1
1044;17,90;1
1046;19,90;1
1047;2,69;1
1048;1,99;1
1049;8,90;1
1051;8,19;1
1052;17,90;1
1053;13,90;1
1054;51,99;1
1055;33,69;1
1056;51,85;1
1058;23,85;1
1061;25,85;1
1062;61,50;1
1063;49,85;1
1065;65,95;1
1066;60,95;1
1067;17,45;1
1068;49,95;1
1069;22,85;1
1070;19,99;1
1071;23,95;1
1072;59,95;1
1073;39,89;1
1074;31,99;1
1076;3,99;1
1077;3,99;1
1078;7,99;1
1079;11,90;1
1081;15,99;1
1082;14,90;1
1083;7,99;1
1084;3,90;1
1085;15,90;1
1086;8,00;1
1087;13,99;1
1088;2,89;1
1089;3,49;1
1090;18,00;1
1091;29,90;1
1092;47,99;1
1093;77,39;1
1094;94,89;1
1095;70,00;1
1096;63,79;1
1097;33,90;1
1098;9,59;1
1099;7,49;1
1100;24,90;1
1101;32,69;1
1102;21,99;1
1103;12,90;1
1104;16,49;1
1106;14,90;1
1107;49,89;1
1108;54,90;1
1110;27,90;1
1112;20,90;1
1113;44,90;1
1114;19,90;1
1115;39,90;1
1116;10,90;1
1117;18,89;1
1118;16,89;1
1119;89,79;1
1120;2,95;1
1121;4,95;1
1122;7,89;1
1123;14,90;1
1124;4,80;1
1125;4,95;1
1126;28,79;1
1127;50,39;1
1128;29,79;1
1129;13,90;1
1130;14,90;1
1131;14,79;1
1132;19,90;1
1133;45,99;1
1134;2,79;1
1135;2,99;1
1136;5,25;1
1137;5,85;1
1138;16,90;1
1139;14,90;1
1140;42,90;1
1141;17,90;1
1142;26,39;1
1143;13,09;1
1144;26,79;1
1145;36,79;1
1146;1,99;1
1147;9,69;1
1148;7,89;1
1149;10,79;1
1150;1,89;1
1151;20,99;1
1153;23,79;1
1154;5,40;1
1155;1,00;1
1156;12,49;1
1157;3,98;1
1158;4,19;1
1159;2,45;1
1160;5,95;1
1161;4,99;1
1162;4,49;1
1163;4,49;1
1164;8,19;1
1165;13,69;1
1166;15,99;1
1167;17,45;1
1168;9,99;1
1169;15,99;1
1170;17,89;1
1171;22,29;1
1172;9,49;1
1173;4,49;1
1174;19,90;1
1175;3,89;1
1176;16,99;1
1177;10,90;1
1178;4,59;1
1179;11,90;1
1180;9,79;1
1181;10,99;1
1182;29,99;1
1183;23,90;1
1184;14,99;1
1186;26,90;1
1187;25,90;1
1188;24,90;1
1189;8,99;1
1190;7,99;1
1191;9,69;1
1192;8,69;1
1193;7,99;1
1194;7,49;1
1195;26,99;1
1196;19,80;1
1197;17,90;1
1198;17,90;1
1199;5,99;1
1200;9,89;1
1201;15,90;1
1202;5,69;1
1205;4,40;1
1206;9,80;1
1207;6,79;1
1208;5,69;1
1209;6,49;1
1210;9,69;1
1211;9,89;1
1212;9,99;1
1213;6,49;1
1214;9,49;1
1215;2,79;1
1217;12,90;1
1218;13,90;1
1219;10,90;1
1220;9,90;1
1221;1,99;1
1223;2,69;1
1225;7,29;1
1226;6,99;1
1227;8,99;1
1228;7,99;1
1229;23,50;1
1230;14,90;1
1231;24,99;1
1232;19,99;1
1233;23,90;1
1234;23,40;1
1235;19,99;1
1236;3,33;1
1237;3,33;1
1238;1,49;1
1239;1,00;1
1240;9,99;1
1241;11,90;1
1242;27,10;1
1243;11,90;1
1244;11,90;1
1245;11,90;1
1246;30,90;1
1247;34,90;1
1248;27,90;1
1249;9,50;1
1250;38,50;1
1252;13,90;1
1253;5,49;1
1254;5,89;1
1255;5,49;1
1256;5,49;1
1257;11,99;1
1258;18,95;1
1259;16,90;1
1260;11,05;1
1261;10,49;1
1262;5,85;1
1263;8,05;1
1264;8,50;1
1265;12,50;1
1266;19,50;1
1267;8,50;1
1268;1,80;1
1269;53,90;1
1270;14,90;1
1271;11,90;1
1272;11,99;1
1273;11,99;1
1274;21,90;1
1275;17,90;1
1276;4,80;1
1277;6,90;1
1278;3,50;1
1279;3,99;1
1280;12,90;1
1281;11,90;1
1282;23,90;1
1283;23,90;1
1284;4,79;1
1285;4,29;1
1286;4,29;1
1287;13,90;1
1288;16,90;1
1289;7,90;1
1290;5,99;1
1291;13,50;1
1292;5,90;1
1293;13,90;1
1294;11,99;1
1296;20,99;1
1297;27,10;1
1298;27,10;1
1299;27,10;1
1300;27,10;1
1301;10,90;1
1302;3,90;1
1303;9,50;1
1304;8,90;1
1305;5,90;1
1306;4,89;1
1307;2,99;1
1308;2,99;1
1309;4,99;1
1310;3,99;1
1311;25,90;1
1312;26,90;1
1313;23,90;1
1314;8,80;1
1315;4,69;1
1316;8,99;1
1317;5,99;1
1319;8,59;1
1320;5,79;1
1321;14,90;1
1323;15,22;1
1324;24,90;1
1326;11,90;1
1327;18,90;1
1328;16,90;1
1329;16,90;1
1330;4,90;1
1331;5,90;1
1332;4,90;1
1335;4,99;1
1336;9,90;1
1337;4,99;1
1338;12,90;1
1339;19,90;1
1340;24,90;1
1341;28,90;1
1342;35,90;1
1343;28,90;1
1345;38,90;1
1346;24,50;1
1347;2,80;1
1348;1,20;1
1349;1,20;1
1350;1,19;1
1351;8,90;1
1352;8,90;1
1353;10,90;1
1354;12,80;1
1355;11,90;1
1356;13,70;1
1357;13,70;1
1358;13,50;1
1359;19,90;1
1461;5,59;1
1462;7,89;1
1463;14,90;1
1465;2,89;1
1466;20,90;1
1467;3,39;1
1468;10,90;1
1469;10,90;1
1471;2,50;1
1472;4,79;1
1476;3,50;1
1477;14,90;1
1478;46,99;1
1479;30,19;1
1481;41,19;1
1483;6,99;1
1484;2,50;1
1485;7,89;1
1487;3,99;1
1494;4,49;1
1509;29,40;1
1510;9,98;1
1511;14,39;1
1512;10,39;1
1513;10,09;1
1514;3,90;1
1515;5,99;1
1516;12,40;1
1519;56,30;1
1520;23,90;1
1521;56,20;1
1522;34,50;1
1525;4,00;1
1527;10,50;1
1528;10,90;1
1529;28,50;1
1530;66,90;1
1531;85,90;1
1532;11,99;1
1533;11,10;1
1534;19,90;1
1535;53,50;1
1536;12,90;1
1537;1,60;1
1538;27,90;1
1539;6,50;1
1540;3,50;1
1541;12,90;1
1542;13,90;1
1543;7,50;1
1544;11,90;1
1545;6,50;1
1546;17,80;1
1547;9,50;1
1548;13,99;1
1549;20,90;1
1550;7,99;1
1551;7,90;1
1552;24,90;1
1553;2,99;1
1554;17,90;1
1555;26,90;1
1556;3,99;1
1557;10,90;1
1558;11,90;1
1559;11,99;1
1560;17,90;1
1561;6,90;1
1562;8,50;1
1563;13,50;1
1564;6,99;1
1565;5,90;1
1566;32,90;1
1567;28,90;1
1568;38,90;1
1569;38,99;1
1570;46,50;1
1572;5,99;1
1573;7,50;1
1574;2,99;1
1575;2,99;1
1576;5,99;1
1577;5,90;1
1578;214,90;1
1579;10,90;1
1580;4,50;1
1581;1,70;1
1582;8,90;1
1583;2,10;1
1584;10,90;1
1586;6,50;1
1587;17,50;1
1588;17,50;1
1589;8,90;1
1591;1,50;1
1592;1,99;1
1593;3,95;1
1594;10,90;1
1595;10,90;1
1596;5,50;1
1597;4,50;1
1599;1,10;1
1600;5,50;1
1601;4,90;1
1602;1,80;1
1603;3,99;1
1604;25,90;1
1605;46,90;1
1606;33,90;1
1607;47,60;1
1608;23,90;1
1609;15,90;1
1610;12,90;1
1611;16,90;1
1612;18,50;1
1613;19,90;1
1614;19,90;1
1615;19,90;1
1617;3,99;1
1618;5,50;1
1619;2,10;1
1620;3,50;1
1623;3,99;1
1624;112,99;1
1626;21,90;1
1628;7,50;1
1630;18,90;1
1631;7,90;1
1632;8,90;1
1633;5,90;1
1634;10,90;1
1635;6,99;1
1636;10,90;1
1640;20,90;1
1641;44,90;1
1642;28,90;1
1643;24,90;1
1644;12,90;1
1645;26,50;1
1646;34,90;1
1647;21,90;1
1648;2,90;1
1649;29,90;1
1651;4,90;1
1652;19,99;1
1653;21,99;1
1654;18,99;1
1655;14,90;1
1656;8,99;1
1657;52,90;1
1658;5,99;1
1659;5,99;1
1660;11,90;1
1661;10,90;1
1662;4,99;1
1663;10,90;1
1664;9,90;1
1665;16,90;1
1666;8,90;1
1667;9,90;1
1668;17,80;1
1669;24,80;1
1670;22,80;1
1671;4,90;1
1672;3,50;1
1673;14,90;1
1674;15,90;1
1675;5,90;1
1676;12,90;1
1677;9,20;1
1678;4,99;1
1679;4,50;1
1680;18,90;1
1681;11,90;1
1682;18,90;1
1684;16,90;1
1685;90,80;1
1686;11,00;1
1687;69,00;1
1688;69,00;1
1689;13,90;1
1690;23,50;1
1691;2,40;1
1692;37,30;1
1693;4,50;1
1694;7,40;1
1695;9,40;1
1696;6,20;1
1697;69,00;1
1698;49,00;1
1699;7,50;1
1700;19,90;1
1701;102,00;1
1702;3,90;1
1703;9,90;1
1704;13,90;1
1705;16,90;1
1706;35,85;1
1707;5,99;1
1708;33,90;1
1709;54,90;1
1710;26,90;1
1711;25,90;1
1712;12,90;1
1713;9,50;1
1714;32,90;1
1715;25,80;1
1716;14,50;1
1717;18,50;1
1718;24,04;1
1719;1,50;1
1720;22,90;1
1721;5,90;1
1722;4,90;1
1724;16,90;1
1725;7,90;1
1726;319,90;1
1727;13,90;1
1728;3,50;1
1729;1,85;1
1730;1,85;1
1731;2,50;1
1732;4,50;1
1733;2,80;1
1734;3,00;1
1735;3,20;1
1736;3,40;1
1737;3,60;1
1738;2,99;1
1739;5,50;1
1740;5,50;1
1741;5,50;1
1742;5,50;1
1743;6,90;1
1744;3,90;1
1745;50,90;1
1746;50,90;1
1747;24,99;1
1748;12,30;1
1749;16,50;1
1750;6,25;1
1751;6,25;1
1752;7,80;1
1753;4,50;1
1754;2,86;1
1755;3,90;1
1756;3,57;1
1757;2,40;1
1758;2,40;1
1759;5,36;1
1760;10,90;1
1761;22,90;1
1762;10,90;1
1763;12,50;1
1764;11,90;1
1765;6,90;1
1766;6,90;1
1767;6,90;1
1768;6,50;1
1769;10,50;1
1770;12,50;1
1771;9,50;1
1772;19,90;1
1773;59,90;1
1774;41,85;1
1775;65,00;1
1776;15,90;1
1777;38,90;1
1778;7,50;1
1779;9,90;1
1780;34,90;1
1781;12,90;1
1782;49,90;1
1783;20,00;1
1784;89,00;1
1785;75,99;1
1786;17,95;1
1787;34,49;1
1788;34,49;1
1789;15,90;1
1790;7,90;1
1791;13,90;1
1792;86,90;1
1793;9,90;1
1794;38,90;1
1795;3,90;1
1796;17,90;1
1797;69,90;1
1798;12,50;1
1800;4,90;1
1801;10,90;1
1802;299,00;1
1803;279,99;1
1804;39,99;1
1805;33,99;1
1806;37,99;1
1809;83,99;1
1810;85,99;1
1811;79,99;1
1812;179,99;1
1813;11,99;1
1814;15,90;1
1815;12,90;1
1816;15,90;1
1818;17,90;1
1819;9,90;1
1820;11,99;1
1821;3,99;1
1822;3,60;1
1823;37,90;1
1824;4,50;1
1825;5,10;1
1826;8,50;1
1827;4,99;1
1828;7,99;1
1829;6,20;1
1830;9,99;1
1831;5,50;1
1832;4,95;1
1833;6,95;1
1834;4,90;1
1835;10,99;1
1836;8,80;1
1837;15,90;1
1838;7,95;1
1839;12,99;1
1840;5,95;1
1841;9,95;1
1842;42,99;1
1843;41,99;1
1844;27,99;1
1846;3,99;1
1847;33,95;1
1849;3,95;1
1850;3,95;1
1851;5,95;1
1852;10,95;1
1853;9,99;1
1854;9,99;1
1856;9,99;1
1857;14,95;1
1858;19,99;1
1859;19,95;1
1860;19,99;1
1861;19,95;1
1862;6,95;1
1863;7,95;1
1864;7,95;1
1865;21,99;1
1870;38,95;1
1871;36,95;1
1882;40,90;1
1884;15,00;1
1885;10,90;1
1886;10,90;1
1887;15,00;1
1888;15,00;1
1889;12,50;1
1890;21,00;1
1892;21,99;1
1894;10,45;1
1898;24,90;1
1899;11,90;1
1900;11,90;1
1902;5,99;1
1903;12,95;1
1904;11,95;1
1905;4,99;1
1906;2,50;1
1907;11,90;1
1908;159,90;1
1909;1,70;1
1910;45,90;1
1911;39,99;1
1912;39,90;1
1913;14,99;1
1914;45,90;1
1915;4,60;1
1917;15,50;1
1920;12,90;1
1921;19,90;1
1923;16,90;1
1927;44,99;1
1928;47,90;1
1929;37,95;1
1930;12,90;1
1931;23,90;1
1932;31,90;1
1933;10,90;1
1934;14,90;1
1935;14,90;1
1937;30,90;1
1938;17,90;1
1939;11,95;1
1941;9,90;1
1942;5,99;1
1943;12,90;1
1944;12,90;1
1945;11,90;1
1946;7,99;1
1947;8,90;1
1948;30,90;1
1949;30,90;1
1950;10,90;1
1951;59,99;1
1953;89,99;1
1954;97,00;1
1955;127,99;1
1956;107,90;1
1957;6,99;1
1958;136,00;1
1959;147,00;1
1960;198,00;1
1961;28,90;1
1962;31,90;1
1963;18,90;1
1964;63,90;1
1965;63,90;1
1966;16,99;1
1967;39,90;1
1968;17,90;1
1969;21,90;1
1970;21,99;1
1971;27,99;1
1972;25,99;1
1973;29,99;1
1974;19,90;1
1975;24,99;1
1977;8,99;1
1978;5,50;1
1979;4,50;1
1980;5,90;1
1981;5,90;1
1982;8,50;1
1983;17,50;1
1984;35,90;1
1985;29,90;1
1986;34,90;1
1987;3,99;1
1988;9,99;1
1989;9,90;1
1990;5,99;1
1991;9,99;1
1992;28,99;1
1994;90,90;1
1995;21,90;1
1996;57,99;1
1997;44,90;1
1998;29,90;1
1999;73,90;1
2000;8,99;1
2001;29,90;1
2002;12,99;1
2003;8,99;1
2004;6,99;1
2005;9,99;1
2006;11,99;1
2007;25,90;1
2008;26,90;1
2009;11,99;1
2010;8,99;1
2011;19,99;1
2012;39,99;1
2013;59,99;1
2014;44,90;1
2015;47,90;1
2016;79,99;1
2017;79,99;1
2018;26,30;1
2019;12,70;1
2020;7,95;1
2021;11,99;1
2023;17,99;1
2024;34,90;1
2025;49,99;1
2026;9,99;1
2027;9,99;1
2028;12,99;1
2029;9,99;1
2030;6,99;1
2031;16,99;1
2032;21,99;1
2033;13,50;1
2034;13,50;1
2035;12,90;1
2036;17,99;1
2037;21,99;1
2038;21,90;1
2040;9,99;1
2041;10,90;1
2042;11,50;1
2043;32,99;1
2044;58,90;1
2045;19,99;1
2046;21,99;1
2047;39,99;1
2048;39,99;1
2049;38,99;1
2050;12,90;1
2051;12,99;1
2052;15,99;1
2053;9,99;1
2054;5,50;1
2055;7,99;1
2056;3,99;1
2057;4,50;1
2058;8,90;1
2059;7,50;1
2060;7,99;1
2061;2,90;1
2062;2,80;1
2063;7,90;1
2064;21,90;1
2065;21,99;1
2066;69,90;1
2068;39,99;1
2069;49,90;1
2070;39,90;1
2071;24,90;1
2072;35,90;1
2073;35,90;1
2074;31,90;1
2075;19,90;1
2076;22,90;1
2077;19,90;1
2079;19,90;1
2080;16,90;1
2081;3,90;1
2082;9,99;1
2083;15,90;1
2084;12,90;1
2085;25,99;1
2086;5,95;1
2087;32,90;1
2088;15,99;1
2089;45,90;1
2090;24,90;1
2091;7,90;1
2092;6,90;1
2093;9,90;1
2094;5,99;1
2095;4,50;1
2096;7,50;1
2097;24,90;1
2098;27,90;1
2099;28,90;1
2100;78,90;1
2101;13,90;1
2102;7,90;1
2103;13,90;1
2104;11,90;1
2105;9,90;1
2106;9,90;1
2107;27,90;1
2108;23,90;1
2109;25,90;1
2110;61,90;1
2111;64,90;1
2112;30,90;1
2113;32,90;1
2114;108,95;1
2115;6,50;1
2116;63,99;1
2117;37,90;1
2118;49,90;1
2119;39,99;1
2120;14,90;1
2121;29,00;1
2122;9,90;1
2123;13,90;1
2278;15,90;1
2288;15,90;1
2289;11,90;1
2290;13,90;1
2291;4,99;1
2292;14,90;1
2293;14,90;1
2294;14,90;1
2295;14,90;1
2296;21,90;1
2336;16,90;1
2337;125,90;1
2361;17,90;1
2434;26,50;1
2435;15,90;1
2436;18,90;1
2437;29,79;1
2438;24,50;1
2439;11,50;1
2440;11,50;1
2441;11,50;1
2442;14,50;1
2443;14,50;1
2444;14,50;1
2445;9,90;1
2446;10,90;1
2447;7,99;1
2448;5,50;1
2449;4,99;1
2450;7,50;1
2451;11,50;1
2452;6,90;1
2453;6,90;1
2454;6,50;1
2455;21,99;1
2456;2,70;1
2459;40,90;1
2463;36,95;1
2468;38,95;1
2470;11,90;1
2472;25,90;1
2474;52,90;1
2475;44,90;1
2478;45,90;1
2479;13,90;1
2480;4,99;1
2481;8,99;1
2482;8,90;1
2483;6,99;1
2484;79,90;1
2485;17,99;1
2486;13,99;1
2487;19,90;1
2488;21,99;1
2489;21,99;1
2490;38,99;1
2491;22,90;1
2492;13,99;1
2494;3,99;1
2495;14,99;1
2496;22,95;1
2497;61,99;1
2498;21,99;1
2500;39,49;1
2501;15,90;1
2502;85,95;1
2503;86,95;1
2504;89,95;1
2505;60,95;1
2506;3,49;1
2510;35,50;1
2518;22,95;1
2519;24,90;1
2537;43,90;1
2538;49,90;1
2539;26,90;1
2540;25,90;1
2541;23,50;1
2542;18,90;1
2543;10,90;1
2544;23,90;1
2545;28,90;1
2546;35,90;1
2547;3,90;1
2548;19,90;1
2550;72,90;1
2559;5,50;1
2566;10,90;1
2586;9,90;1
2587;15,50;1
2588;15,90;1
2589;59,90;1
2590;22,90;1
2640;25,99;1
2662;17,49;1
2665;28,90;1
2739;13,90;1
2799;17,90;1
2878;27,90;1
2912;33,90;1
2915;43,90;1
2920;15,50;1
2923;12,90;1
2926;15,90;1
3246;47,90;1
3283;22,90;1
3287;5,90;1
3294;5,80;1
3309;11,99;1
3368;68,50;1
